frequency,raw
1336.67041,4.14
1346.356567,4.2
1356.112793,4.29
1365.939697,4.37
1375.837891,4.44
1385.807739,4.52
1395.849854,4.59
1405.964844,4.66
1416.152954,4.7
1426.415039,4.81
1436.751465,4.88
1447.16272,4.95
1457.649414,5.02
1468.212158,5.0
1478.85144,5.17
1489.567871,5.24
1500.361816,5.31
1511.234131,5.38
1522.185059,5.45
1533.215454,5.52
1544.325806,5.6
1555.516602,5.67
1566.788574,5.74
1578.14209,5.82
1589.578003,5.89
1601.09668,5.97
1612.698975,6.04
1624.385254,6.12
1636.15625,6.2
1648.012451,6.28
1659.95459,6.36
1671.983398,6.44
1684.099243,6.52
1696.302856,6.6
1708.594971,6.68
1720.976196,6.77
1733.447144,6.85
1746.008423,6.94
1758.660645,7.02
1771.404663,7.11
1784.240967,7.2
1797.170288,7.29
1810.193359,7.37
1823.310791,7.46
1836.523193,7.55
1849.831421,7.64
1863.236084,7.73
1876.737793,7.82
1890.337524,7.91
1904.035645,8.0
1917.833008,8.09
1931.730469,8.17
1945.728638,8.26
1959.828125,8.34
1974.029907,8.43
1988.334473,8.51
2002.742798,8.59
2017.255493,8.67
2031.873291,8.7
2046.597168,8.82
2061.427734,8.89
2076.365479,8.96
2091.411865,9.02
2106.566895,9.09
2121.832031,9.15
2137.207764,9.2
2152.694824,9.26
2168.294189,9.31
2184.006592,9.3
2199.832764,9.4
2215.773682,9.44
2231.830078,9.4
2248.002686,9.51
2264.292725,9.54
2280.700684,9.57
2297.227539,9.59
2313.874268,9.61
2330.641602,9.63
2347.530273,9.64
2364.541504,9.65
2381.676025,9.66
2398.93457,9.67
2416.318359,9.67
2433.827881,9.67
2451.464355,9.67
2469.22876,9.67
2487.121826,9.67
2505.144531,9.67
2523.297852,9.66
2541.582764,9.66
2560.0,9.65
2578.550781,9.65
2597.236084,9.65
2616.056641,9.6
2635.013672,9.6
2654.108154,9.65
2673.34082,9.65
2692.713135,9.65
2712.225586,9.66
2731.879395,9.67
2751.675781,9.69
2771.615479,9.71
2791.699707,9.73
2811.929688,9.75
2832.305908,9.78
2852.830078,9.81
2873.50293,9.85
2894.325439,9.89
2915.298828,9.93
2936.424316,9.97
2957.702881,10.02
2979.135742,10.07
3000.723633,10.13
3022.468262,10.18
3044.370117,10.23
3066.430908,10.29
3088.651611,10.34
3111.033203,10.39
3133.577148,10.43
3156.28418,10.47
3179.156006,10.5
3202.193359,10.52
3225.397949,10.53
3248.770508,10.54
3272.3125,10.54
3296.024902,10.52
3319.90918,10.51
3343.966797,10.48
3368.198486,10.45
3392.605713,10.42
3417.189941,10.39
3441.952393,10.36
3466.894287,10.33
3492.016846,10.3
3517.321289,10.27
3542.809326,10.25
3568.481934,10.23
3594.340576,10.22
3620.386719,10.2
3646.621582,10.2
3673.046387,10.19
3699.662842,10.19
3726.472168,10.2
3753.475586,10.2
3780.675049,10.2
3808.071289,10.23
3835.666016,10.2
3863.460938,10.26
3891.457275,10.29
3919.65625,10.31
3948.059814,10.34
3976.668945,10.37
4005.485596,10.4
4034.510986,10.44
4063.746582,10.48
4093.194336,10.52
4122.855469,10.57
4152.730957,10.62
4182.82373,10.67
4213.133789,10.73
4243.664062,10.79
4274.415527,10.86
4305.389648,10.93
4336.588379,11.0
4368.013184,11.07
4399.665527,11.14
4431.547363,11.22
4463.660156,11.28
4496.005371,11.35
4528.585449,11.4
4561.401367,11.44
4594.455078,11.4
4627.748535,11.49
4661.283203,11.49
4695.060547,11.47
4729.083008,11.43
4763.352051,11.37
4797.869141,11.28
4832.636719,11.17
4867.655762,11.0
4902.928711,10.88
4938.45752,10.7
4974.243652,10.5
5010.289062,10.2
5046.595703,10.0
5083.165527,9.82
5120.0,9.57
5157.101562,9.32
5194.472168,9.08
5232.113281,8.84
5270.027344,8.6
5308.216309,8.38
5346.681641,8.17
5385.42627,7.98
5424.451172,7.8
5463.758789,7.63
5503.351562,7.4
5543.230957,7.35
5583.399414,7.2
5623.859375,7.13
5664.611816,7.04
5705.660156,6.96
5747.005859,6.89
5788.650879,6.82
5830.597656,6.75
5872.848633,6.69
5915.405762,6.62
5958.271484,6.55
6001.447266,6.49
6044.936523,6.42
6088.740234,6.3
6132.861816,6.29
6177.303223,6.23
6222.066406,6.1
6267.154297,6.12
6312.568359,6.08
6358.312012,6.03
6404.386719,6.0
6450.795898,5.97
6497.541016,5.94
6544.625,5.92
6592.049805,5.91
6639.818359,5.9
6687.933594,5.9
6736.396973,5.91
6785.211426,5.92
6834.379883,5.94
6883.904785,5.96
6933.788574,0
6984.033691,6.03
7034.642578,6.08
7085.618652,6.14
7136.963867,6.21
7188.681152,6.29
7240.773438,6.39
7293.243164,6.49
7346.092773,6.61
7399.325684,6.75
7452.944336,6.89
7506.951172,7.06
7561.350098,7.24
7616.142578,7.44
7671.332031,7.65
7726.921875,7.88
7782.914551,8.13
7839.3125,8.38
7896.119629,8.65
7953.337891,8.92
8010.971191,9.19
8069.021973,9.47
8127.493164,9.73
8186.388672,9.98
8245.710938,10.2
8305.461914,10.4
8365.647461,10.58
8426.267578,10.73
8487.328125,10.86
8548.831055,10.96
8610.779297,11.05
8673.176758,11.11
8736.026367,11.14
8799.331055,11.14
8863.094727,11.11
8927.320312,11.04
8992.010742,10.92
9057.170898,10.7
9122.802734,10.52
9188.910156,10.23
9255.49707,9.89
9322.566406,9.51
9390.121094,9.09
9458.166016,8.6
9526.704102,8.2
9595.738281,7.75
9665.273438,7.32
9735.311523,6.9
9805.857422,6.52
9876.915039,6.15
9948.487305,5.82
10020.57813,5.52
10093.19141,5.25
10166.33106,5.01
10240.0,4.8
10314.20313,4.62
10388.94434,4.48
10464.22656,4.37
10540.05469,4.29
10616.43262,4.24
10693.36328,4.23
10770.85254,4.26
10848.90234,4.3
10927.51758,4.41
11006.70313,4.54
11086.46191,4.7
11166.79883,4.89
11247.71875,5.1
11329.22363,5.32
11411.32031,5.54
11494.01172,5.74
11577.30176,5.91
11661.19531,6.05
11745.69727,6.14
11830.81152,6.19
11916.54297,6.21
12002.89453,6.18
12089.87305,6.11
12177.48047,6.0
12265.72363,5.8
12354.60645,5.68
12444.13281,5.49
12534.30859,5.29
12625.13672,5.1
12716.62402,4.94
12808.77344,4.81
12901.5918,4.72
12995.08203,4.67
13089.25,4.64
13184.09961,4.62
13279.63672,4.59
13375.86719,4.52
13472.79395,4.4
13570.42285,4.22
13668.75977,3.96
13767.80957,3.6
13867.57715,3.2
13968.06738,2.77
14069.28516,2.26
14171.23731,1.7
14273.92773,1.08
14377.36231,0.41
14481.54688,-0.3
14586.48633,-1.06
14692.18555,-1.85
14798.65137,-2.65
14905.88867,-3.44
15013.90234,-4.22
15122.7002,-4.97
15232.28516,-5.7
15342.66406,-6.39
15453.84375,-7.06
15565.8291,-7.68
15678.625,-8.27
15792.23926,-8.82
15906.67578,-9.33
16021.94238,-9.8
16138.04395,-10.25
16254.98633,-10.67
16372.77734,-11.07
16491.42188,-11.46
16610.92383,-11.83
16731.29492,-12.18
16852.53516,-12.52
16974.65625,-12.85
17097.66211,-13.19
17221.55859,-13.54
17346.35352,-13.91
17472.05273,-14.28
17598.66211,-14.66
17726.18945,-15.02
17854.64063,-15.34
17984.02148,-15.61
18114.3418,-15.81
18245.60547,-15.97
18377.82031,-16.09
18510.99414,-16.2
18645.13281,-16.32
18780.24219,-16.48
18916.33203,-16.68
19053.4082,-16.93
19191.47656,-17.22
19330.54688,-17.54
19470.62305,-17.89
19611.71484,-18.28
19753.83008,-18.69
19896.97461,-19.15
